# SPOT, PAYOFF, DELTA
3.998768975125495473e+01,6.238592710467099067e+00,-8.316790365800784679e-01
3.766133234122398221e+01,7.562923438880257088e+00,-8.515244339181757827e-01
3.055976053324018338e+01,9.165524064112783975e+00,-1.007480038111725484e+00
4.502508672072372065e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.823706955418553832e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.525528347988546329e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.611017492179689725e+01,6.649412526546271351e+00,-9.096079856284772225e-01
5.821910452044372875e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.640649868117620969e+01,6.841904765203243421e+00,-9.044536442395004761e-01
4.548096905083842501e+01,6.645392831424858926e+00,-7.093540927587171918e-01
3.878923061925168980e+01,5.820455789680321956e+00,-8.518390457562690088e-01
3.758310634272259421e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.336696965381827340e+01,6.797953586464377196e+00,-9.936748685407906789e-01
2.879048055231787373e+01,9.361366989163675711e+00,-1.062591009068800663e+00
2.930321537393531983e+01,9.488440656601023093e+00,-1.039661747881914344e+00
3.238347180675904724e+01,7.074587725581985787e+00,-1.015310688163530539e+00
3.548051854376790004e+01,4.699948503195457761e+00,-9.440632389257604951e-01
3.521607478050006534e+01,1.364925656905249474e+00,-1.030939873701312015e+00
3.411675094717158174e+01,7.484816394103511072e+00,-9.517042354648695968e-01
3.800835678019508634e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.669737593400058984e+01,5.403837879601103289e+00,-9.056570463131713433e-01
3.256743729365341267e+01,6.903909499252650406e+00,-1.014816209625888144e+00
3.512080268072728728e+01,6.495387851618804831e+00,-9.526685714836610197e-01
5.021026927544310325e+01,0.000000000000000000e+00,-0.000000000000000000e+00
2.923362572065058984e+01,1.198471273605073328e+01,-9.567461902277382135e-01
3.085943316178451212e+01,1.020727902845659330e+01,-9.639384361475435981e-01
5.006629074790840406e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.647330801944026035e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.010275790983301647e+01,9.511810819470030154e+00,-1.011271526766420514e+00
3.605653430840758489e+01,6.867887651063447230e+00,-9.112397038100730207e-01
3.383671319648556164e+01,6.476531756873166401e+00,-9.880175649354898670e-01
2.393398913442932496e+01,1.642718307785273169e+01,-9.829823837903667316e-01
4.101830096455094576e+01,0.000000000000000000e+00,-0.000000000000000000e+00
4.896389176797900689e+01,0.000000000000000000e+00,-0.000000000000000000e+00
3.317860531847730954e+01,7.067794662628038793e+00,-9.884075250548105540e-01
5.656789163780309337e+01,0.000000000000000000e+00,-0.000000000000000000e+00
